# This file was produced by: bcftools roh(1.15.1+htslib-1.15.1)
# The command line was:	bcftools roh -G30 --estimate-AF - --rec-rate 1e-9 --skip-indels -O r -o /projects/mjolnir1/people/qvw641/CottonTop/ROHs///BcfToolsRoh_alt04recomb_1e-9_final_AF.txt /projects/mjolnir1/people/qvw641/CottonTop/VCF/Filter/CTT_onlyCTT_filter.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	33_FMNH_69298	CM038409.1	24786605	25083094	296490	684	78.8
RG	33_FMNH_69298	CM038409.1	25410987	26079251	668265	1283	66.6
RG	33_FMNH_69298	CM038409.1	26149509	26871546	722038	1453	90.0
RG	33_FMNH_69298	CM038409.1	26883855	27134967	251113	597	83.5
RG	33_FMNH_69298	CM038409.1	27218333	28090297	871965	1696	74.6
RG	33_FMNH_69298	CM038409.1	28268908	30485075	2216168	4380	89.8
RG	33_FMNH_69298	CM038409.1	30603011	32933519	2330509	4006	93.0
RG	33_FMNH_69298	CM038409.1	33691019	34347975	656957	940	36.3
RG	33_FMNH_69298	CM038409.1	34505363	34616926	111564	196	45.0
RG	33_FMNH_69298	CM038409.1	34962151	35523165	561015	771	80.3
RG	33_FMNH_69298	CM038409.1	35641823	35760764	118942	315	63.3
RG	33_FMNH_69298	CM038409.1	36898991	37163095	264105	356	58.3
RG	33_FMNH_69298	CM038409.1	37634358	37884611	250254	559	94.6
RG	33_FMNH_69298	CM038409.1	38166594	38444533	277940	432	19.1
RG	33_FMNH_69298	CM038409.1	39109049	39219365	110317	153	61.6
RG	33_FMNH_69298	CM038409.1	39325437	39707137	381701	514	83.1
RG	33_FMNH_69298	CM038409.1	39848768	39970044	121277	233	76.1
RG	33_FMNH_69298	CM038409.1	40358782	40412505	53724	156	9.5
RG	33_FMNH_69298	CM038409.1	40689122	41007702	318581	684	84.7
RG	33_FMNH_69298	CM038409.1	41276042	41386417	110376	242	75.9
RG	33_FMNH_69298	CM038409.1	42051283	42712688	661406	1336	72.0
RG	33_FMNH_69298	CM038409.1	43366560	43722465	355906	632	71.0
RG	33_FMNH_69298	CM038409.1	43844716	43990144	145429	262	42.9
RG	33_FMNH_69298	CM038409.1	45139269	46096184	956916	1862	72.6
RG	33_FMNH_69298	CM038409.1	46856247	47095962	239716	359	82.0
RG	33_FMNH_69298	CM038409.1	48187933	49166893	978961	1882	81.5
RG	33_FMNH_69298	CM038409.1	49272290	49471926	199637	382	83.6
RG	33_FMNH_69298	CM038409.1	49682604	49897607	215004	219	24.1
RG	33_FMNH_69298	CM038409.1	50094398	50261107	166710	373	21.0
RG	33_FMNH_69298	CM038409.1	50844264	51678055	833792	1401	84.3
RG	33_FMNH_69298	CM038409.1	51787307	52158697	371391	412	54.6
RG	36_AMNH_32702	CM038409.1	564249	690148	125900	287	69.7
RG	36_AMNH_32702	CM038409.1	1895775	2094741	198967	415	44.4
RG	36_AMNH_32702	CM038409.1	4238345	4906685	668341	1745	90.9
RG	36_AMNH_32702	CM038409.1	5698331	5990404	292074	503	34.1
RG	36_AMNH_32702	CM038409.1	7253669	7361147	107479	243	60.9
RG	36_AMNH_32702	CM038409.1	8969874	9145858	175985	480	90.3
RG	36_AMNH_32702	CM038409.1	9242528	9411837	169310	328	23.4
RG	36_AMNH_32702	CM038409.1	9601448	9921950	320503	705	86.9
RG	36_AMNH_32702	CM038409.1	10203817	10537519	333703	664	89.9
RG	36_AMNH_32702	CM038409.1	10566814	10983886	417073	1159	93.4
RG	36_AMNH_32702	CM038409.1	11053551	11475689	422139	598	86.0
RG	36_AMNH_32702	CM038409.1	12268063	12525578	257516	521	73.8
RG	36_AMNH_32702	CM038409.1	12716222	12861148	144927	390	82.8
RG	36_AMNH_32702	CM038409.1	13040128	13633236	593109	938	83.9
RG	36_AMNH_32702	CM038409.1	14613975	15054722	440748	749	84.2
RG	36_AMNH_32702	CM038409.1	15300900	15441232	140333	231	82.7
RG	36_AMNH_32702	CM038409.1	15903696	16171008	267313	803	80.9
RG	36_AMNH_32702	CM038409.1	17340772	17389165	48394	90	56.8
RG	36_AMNH_32702	CM038409.1	19784718	19835312	50595	223	21.0
RG	36_AMNH_32702	CM038409.1	21659997	21689711	29715	110	41.2
RG	36_AMNH_32702	CM038409.1	23179298	23395791	216494	712	50.8
RG	36_AMNH_32702	CM038409.1	24950296	25266304	316009	985	89.3
RG	36_AMNH_32702	CM038409.1	26582834	26762316	179483	440	82.2
RG	36_AMNH_32702	CM038409.1	26790802	26827378	36577	87	67.6
RG	36_AMNH_32702	CM038409.1	26882976	27134967	251992	787	50.4
RG	36_AMNH_32702	CM038409.1	27704892	27765612	60721	220	59.4
RG	36_AMNH_32702	CM038409.1	28437464	28479413	41950	182	17.7
RG	36_AMNH_32702	CM038409.1	32353292	32414413	61122	199	68.4
RG	36_AMNH_32702	CM038409.1	33698456	33768130	69675	189	63.0
RG	36_AMNH_32702	CM038409.1	34495924	34661891	165968	436	64.9
RG	36_AMNH_32702	CM038409.1	35695567	35842150	146584	394	73.7
RG	36_AMNH_32702	CM038409.1	37124954	37262837	137884	354	15.5
RG	36_AMNH_32702	CM038409.1	37726127	37759800	33674	89	73.4
RG	36_AMNH_32702	CM038409.1	37861653	37948236	86584	250	35.0
RG	36_AMNH_32702	CM038409.1	38629557	38831622	202066	398	15.3
RG	36_AMNH_32702	CM038409.1	39045955	39197491	151537	302	71.6
RG	36_AMNH_32702	CM038409.1	40116952	40382362	265411	598	80.1
RG	36_AMNH_32702	CM038409.1	44119151	44323232	204082	525	68.0
RG	36_AMNH_32702	CM038409.1	47778449	48002511	224063	424	51.1
RG	36_AMNH_32702	CM038409.1	49333732	49471882	138151	326	67.1
RG	36_AMNH_32702	CM038409.1	50284192	50789773	505582	1248	96.5
RG	39_AMNH_130390	CM038409.1	1661599	2094741	433143	813	78.0
RG	39_AMNH_130390	CM038409.1	4408183	4453109	44927	173	26.0
RG	39_AMNH_130390	CM038409.1	4604086	4905292	301207	905	68.8
RG	39_AMNH_130390	CM038409.1	5119223	5208971	89749	276	66.1
RG	39_AMNH_130390	CM038409.1	5577643	5790135	212493	407	57.9
RG	39_AMNH_130390	CM038409.1	6039947	6841454	801508	1424	74.1
RG	39_AMNH_130390	CM038409.1	7500360	7695135	194776	326	63.7
RG	39_AMNH_130390	CM038409.1	8466369	8930616	464248	819	92.6
RG	39_AMNH_130390	CM038409.1	8993410	9225441	232032	572	43.1
RG	39_AMNH_130390	CM038409.1	11006993	11203722	196730	401	60.8
RG	39_AMNH_130390	CM038409.1	11490504	11749704	259201	474	91.4
RG	39_AMNH_130390	CM038409.1	11815344	11973089	157746	400	87.8
RG	39_AMNH_130390	CM038409.1	12378309	13262335	884027	1920	73.5
RG	39_AMNH_130390	CM038409.1	13614885	13979221	364337	515	60.2
RG	39_AMNH_130390	CM038409.1	16347253	16559357	212105	544	41.2
RG	39_AMNH_130390	CM038409.1	20669952	20790309	120358	272	49.4
RG	39_AMNH_130390	CM038409.1	21179833	21313098	133266	269	52.5
RG	39_AMNH_130390	CM038409.1	21542455	21753301	210847	581	79.3
RG	39_AMNH_130390	CM038409.1	22377434	22540194	162761	411	72.3
RG	39_AMNH_130390	CM038409.1	23210896	23403870	192975	625	72.8
RG	39_AMNH_130390	CM038409.1	23625558	24020890	395333	598	18.5
RG	39_AMNH_130390	CM038409.1	24225264	24414282	189019	448	63.8
RG	39_AMNH_130390	CM038409.1	24508617	24552071	43455	190	61.4
RG	39_AMNH_130390	CM038409.1	24566354	24694567	128214	408	46.1
RG	39_AMNH_130390	CM038409.1	26582834	26785139	202306	484	84.5
RG	39_AMNH_130390	CM038409.1	27104964	27134381	29418	77	16.6
RG	39_AMNH_130390	CM038409.1	29220096	29449976	229881	392	76.6
RG	39_AMNH_130390	CM038409.1	33381287	34454244	1072958	2205	79.8
RG	39_AMNH_130390	CM038409.1	34495920	34761685	265766	636	89.0
RG	39_AMNH_130390	CM038409.1	36395840	36683357	287518	703	67.0
RG	39_AMNH_130390	CM038409.1	36734410	37262837	528428	1034	82.5
RG	39_AMNH_130390	CM038409.1	37504526	37625167	120642	348	90.7
RG	39_AMNH_130390	CM038409.1	38178948	38410760	231813	486	10.8
RG	39_AMNH_130390	CM038409.1	39197593	39322004	124412	234	75.0
RG	39_AMNH_130390	CM038409.1	40764131	40799112	34982	107	14.0
RG	39_AMNH_130390	CM038409.1	42150700	42389098	238399	634	83.1
RG	39_AMNH_130390	CM038409.1	42447963	42742311	294349	835	91.0
RG	39_AMNH_130390	CM038409.1	42953777	43053602	99826	172	11.7
RG	39_AMNH_130390	CM038409.1	43189999	43794533	604535	1405	90.2
RG	39_AMNH_130390	CM038409.1	44288717	44526073	237357	435	76.9
RG	39_AMNH_130390	CM038409.1	44644836	44797196	152361	392	27.3
RG	39_AMNH_130390	CM038409.1	46008738	46068233	59496	123	45.4
RG	39_AMNH_130390	CM038409.1	48942330	49232786	290457	708	65.2
RG	39_AMNH_130390	CM038409.1	49502561	49723623	221063	444	54.5
RG	39_AMNH_130390	CM038409.1	50168633	50578560	409928	1076	80.6
RG	40_AMNH_144310	CM038409.1	109539	225139	115601	142	27.5
RG	40_AMNH_144310	CM038409.1	655736	1006140	350405	386	26.1
RG	40_AMNH_144310	CM038409.1	3148181	3434018	285838	502	82.1
RG	40_AMNH_144310	CM038409.1	4289039	4668548	379510	736	81.7
RG	40_AMNH_144310	CM038409.1	4906685	5219996	313312	798	87.3
RG	40_AMNH_144310	CM038409.1	6788856	7163308	374453	492	50.9
RG	40_AMNH_144310	CM038409.1	7389144	7766066	376923	562	87.7
RG	40_AMNH_144310	CM038409.1	9546158	10216878	670721	1142	86.9
RG	40_AMNH_144310	CM038409.1	11128030	11492624	364595	381	75.4
RG	40_AMNH_144310	CM038409.1	12445164	12737078	291915	587	65.2
RG	40_AMNH_144310	CM038409.1	13028254	13498155	469902	681	73.3
RG	40_AMNH_144310	CM038409.1	14507477	15184221	676745	922	69.1
RG	40_AMNH_144310	CM038409.1	15667900	16115903	448004	868	17.6
RG	40_AMNH_144310	CM038409.1	16373833	16571125	197293	366	78.5
RG	40_AMNH_144310	CM038409.1	17237221	17363678	126458	225	28.6
RG	40_AMNH_144310	CM038409.1	17759571	17946748	187178	449	25.8
RG	40_AMNH_144310	CM038409.1	18321824	18482843	161020	281	15.7
RG	40_AMNH_144310	CM038409.1	18913980	19230876	316897	523	73.5
RG	40_AMNH_144310	CM038409.1	22396402	22644782	248381	623	52.4
RG	40_AMNH_144310	CM038409.1	23806332	24105606	299275	399	46.0
RG	40_AMNH_144310	CM038409.1	24305737	24557180	251444	720	86.9
RG	40_AMNH_144310	CM038409.1	24615993	25454187	838195	2524	83.7
RG	40_AMNH_144310	CM038409.1	25801414	26289704	488291	1298	42.7
RG	40_AMNH_144310	CM038409.1	26582834	26653440	70607	293	28.3
RG	40_AMNH_144310	CM038409.1	26986313	27101680	115368	421	29.8
RG	40_AMNH_144310	CM038409.1	27209559	27444618	235060	551	21.6
RG	40_AMNH_144310	CM038409.1	28153837	28193993	40157	125	73.1
RG	40_AMNH_144310	CM038409.1	28268749	28525165	256417	974	91.6
RG	40_AMNH_144310	CM038409.1	29029690	29115098	85409	302	65.0
RG	40_AMNH_144310	CM038409.1	33688646	34478086	789441	1291	91.8
RG	40_AMNH_144310	CM038409.1	34495924	40008997	5513074	9942	95.2
RG	40_AMNH_144310	CM038409.1	41599947	41974373	374427	655	90.0
RG	40_AMNH_144310	CM038409.1	42146679	42384780	238102	507	82.4
RG	40_AMNH_144310	CM038409.1	43116159	43410281	294123	570	45.6
RG	40_AMNH_144310	CM038409.1	44293255	44528335	235081	339	72.3
RG	40_AMNH_144310	CM038409.1	47147924	47526010	378087	749	82.6
RG	40_AMNH_144310	CM038409.1	49273976	49409076	135101	271	64.8
RG	40_AMNH_144310	CM038409.1	49907331	50843937	936607	1947	87.3
RG	41_FMNH_69938	CM038409.1	116934	3958590	3841657	6301	90.1
RG	41_FMNH_69938	CM038409.1	3995840	5244659	1248820	3043	95.3
RG	41_FMNH_69938	CM038409.1	5255513	7381262	2125750	3898	94.2
RG	41_FMNH_69938	CM038409.1	7387767	7695978	308212	554	95.4
RG	41_FMNH_69938	CM038409.1	7698333	8041879	343547	733	92.0
RG	41_FMNH_69938	CM038409.1	8466047	8945438	479392	839	90.5
RG	41_FMNH_69938	CM038409.1	8969874	10449810	1479937	3143	96.2
RG	41_FMNH_69938	CM038409.1	10566814	10972974	406161	1107	91.1
RG	41_FMNH_69938	CM038409.1	10989852	15274379	4284528	7701	96.7
RG	41_FMNH_69938	CM038409.1	15300900	15642310	341411	762	8.2
RG	41_FMNH_69938	CM038409.1	15649564	17026046	1376483	2755	96.5
RG	41_FMNH_69938	CM038409.1	17092900	17664450	571551	1011	92.1
RG	41_FMNH_69938	CM038409.1	17932471	18037753	105283	283	19.7
RG	41_FMNH_69938	CM038409.1	18103320	18468224	364905	662	70.9
RG	41_FMNH_69938	CM038409.1	19640658	19728258	87601	252	87.3
RG	41_FMNH_69938	CM038409.1	21187596	21347678	160083	307	31.1
RG	41_FMNH_69938	CM038409.1	21977281	22060408	83128	190	83.6
RG	41_FMNH_69938	CM038409.1	23305978	23445749	139772	355	92.1
RG	41_FMNH_69938	CM038409.1	23832349	24023291	190943	258	27.4
RG	41_FMNH_69938	CM038409.1	25996367	26028318	31952	95	40.4
RG	41_FMNH_69938	CM038409.1	27104964	27134381	29418	77	6.0
RG	41_FMNH_69938	CM038409.1	27723867	27783940	60074	150	70.1
RG	41_FMNH_69938	CM038409.1	28366926	28381502	14577	68	71.5
RG	41_FMNH_69938	CM038409.1	29240164	29449976	209813	356	62.2
RG	41_FMNH_69938	CM038409.1	34962151	35746703	784553	1562	95.6
RG	41_FMNH_69938	CM038409.1	36010101	36126490	116390	323	87.1
RG	41_FMNH_69938	CM038409.1	36274498	36358366	83869	151	70.3
RG	41_FMNH_69938	CM038409.1	37286586	37633865	347280	687	89.4
RG	41_FMNH_69938	CM038409.1	39048312	39840170	791859	1486	93.5
RG	41_FMNH_69938	CM038409.1	41104345	41115764	11420	56	46.8
RG	41_FMNH_69938	CM038409.1	41190277	41325132	134856	268	56.4
RG	41_FMNH_69938	CM038409.1	41735836	41887626	151791	529	93.9
RG	41_FMNH_69938	CM038409.1	42176168	42384780	208613	594	82.8
RG	41_FMNH_69938	CM038409.1	42891893	42969741	77849	107	68.3
RG	41_FMNH_69938	CM038409.1	43290361	43481475	191115	468	87.7
RG	41_FMNH_69938	CM038409.1	44274824	44665022	390199	741	93.1
RG	41_FMNH_69938	CM038409.1	44688584	44707970	19387	94	84.9
RG	41_FMNH_69938	CM038409.1	46247737	46479288	231552	532	76.2
RG	41_FMNH_69938	CM038409.1	46962942	47267362	304421	509	70.6
RG	41_FMNH_69938	CM038409.1	48027579	48353965	326387	678	94.5
RG	41_FMNH_69938	CM038409.1	49030393	49277516	247124	615	93.0
RG	41_FMNH_69938	CM038409.1	49480983	49723623	242641	477	74.9
RG	41_FMNH_69938	CM038409.1	49767016	49934546	167531	267	74.7
RG	41_FMNH_69938	CM038409.1	50261107	50731219	470113	1129	89.5
RG	41_FMNH_69938	CM038409.1	50847606	50988170	140565	364	80.2
RG	41_FMNH_69938	CM038409.1	51185431	52299526	1114096	1760	95.1
RG	42_FMNH_69937	CM038409.1	722675	1518169	795495	779	47.3
RG	42_FMNH_69937	CM038409.1	2310863	3803680	1492818	1372	88.0
RG	42_FMNH_69937	CM038409.1	7130323	8170104	1039782	1083	79.0
RG	42_FMNH_69937	CM038409.1	10574137	11493728	919592	921	69.9
RG	42_FMNH_69937	CM038409.1	11691317	11847760	156444	136	57.3
RG	42_FMNH_69937	CM038409.1	11877045	12390230	513186	634	82.7
RG	42_FMNH_69937	CM038409.1	12659969	13390683	730715	856	87.5
RG	42_FMNH_69937	CM038409.1	13975857	14243441	267585	429	46.3
RG	42_FMNH_69937	CM038409.1	14428054	14507272	79219	65	28.5
RG	42_FMNH_69937	CM038409.1	21518314	22984488	1466175	2231	73.4
RG	42_FMNH_69937	CM038409.1	23069467	23723816	654350	1247	86.3
RG	42_FMNH_69937	CM038409.1	24451645	24625651	174007	348	67.8
RG	42_FMNH_69937	CM038409.1	25014770	25477585	462816	1046	79.6
RG	42_FMNH_69937	CM038409.1	26090453	26135531	45079	83	68.4
RG	42_FMNH_69937	CM038409.1	29242058	29449976	207919	267	80.4
RG	42_FMNH_69937	CM038409.1	31063882	31140657	76776	172	57.3
RG	42_FMNH_69937	CM038409.1	31274460	31405435	130976	401	16.8
RG	42_FMNH_69937	CM038409.1	33676239	33740321	64083	74	78.9
RG	42_FMNH_69937	CM038409.1	35680057	35794850	114794	213	69.5
RG	42_FMNH_69937	CM038409.1	36274189	36453173	178985	179	59.6
RG	42_FMNH_69937	CM038409.1	36952825	37244218	291394	376	68.5
RG	42_FMNH_69937	CM038409.1	37650143	38061340	411198	561	30.1
RG	42_FMNH_69937	CM038409.1	38811140	39360438	549299	457	83.9
RG	42_FMNH_69937	CM038409.1	40407372	40516101	108730	155	67.0
RG	42_FMNH_69937	CM038409.1	40682213	41178926	496714	705	84.2
RG	42_FMNH_69937	CM038409.1	41802168	42142877	340710	391	37.9
RG	42_FMNH_69937	CM038409.1	42372848	42504685	131838	131	66.2
RG	42_FMNH_69937	CM038409.1	43177419	43643001	465583	512	51.5
RG	42_FMNH_69937	CM038409.1	43867661	44038259	170599	180	79.3
RG	42_FMNH_69937	CM038409.1	44392844	45130853	738010	736	91.7
RG	42_FMNH_69937	CM038409.1	45292072	46479288	1187217	1513	92.2
RG	42_FMNH_69937	CM038409.1	47229987	47684511	454525	598	81.1
RG	42_FMNH_69937	CM038409.1	48000163	48437654	437492	438	84.4
RG	42_FMNH_69937	CM038409.1	49450249	49944593	494345	473	76.6
RG	42_FMNH_69937	CM038409.1	50217186	50985404	768219	1014	87.5
RG	CEI_002	CM038409.1	2446641	3755172	1308532	2215	90.2
RG	CEI_002	CM038409.1	5255021	6272455	1017435	2059	76.8
RG	CEI_002	CM038409.1	6561378	6769400	208023	441	59.1
RG	CEI_002	CM038409.1	6895369	7054098	158730	324	65.3
RG	CEI_002	CM038409.1	7726301	8194921	468621	1124	73.9
RG	CEI_002	CM038409.1	8466369	8945438	479070	860	86.6
RG	CEI_002	CM038409.1	8969874	9240944	271071	761	93.8
RG	CEI_002	CM038409.1	9558777	9739324	180548	372	44.0
RG	CEI_002	CM038409.1	10566814	10972974	406161	1232	93.9
RG	CEI_002	CM038409.1	10989852	12445162	1455311	2645	93.8
RG	CEI_002	CM038409.1	12676292	12819919	143628	316	73.8
RG	CEI_002	CM038409.1	12894070	12996233	102164	242	15.8
RG	CEI_002	CM038409.1	13282310	15430432	2148123	3803	94.0
RG	CEI_002	CM038409.1	15717224	15917777	200554	380	77.0
RG	CEI_002	CM038409.1	16578782	17026046	447265	795	32.4
RG	CEI_002	CM038409.1	17074659	17284906	210248	298	52.4
RG	CEI_002	CM038409.1	19275968	19747927	471960	1122	45.3
RG	CEI_002	CM038409.1	19751575	19829936	78362	271	66.6
RG	CEI_002	CM038409.1	21097598	22238831	1141234	2667	94.3
RG	CEI_002	CM038409.1	22337398	22502026	164629	378	44.3
RG	CEI_002	CM038409.1	22600711	22646126	45416	137	10.9
RG	CEI_002	CM038409.1	23455280	23749954	294675	603	71.9
RG	CEI_002	CM038409.1	25088503	25448906	360404	1139	61.7
RG	CEI_002	CM038409.1	27896928	27956906	59979	127	40.8
RG	CEI_002	CM038409.1	29071445	29116634	45190	135	25.7
RG	CEI_002	CM038409.1	29552539	29820832	268294	406	65.4
RG	CEI_002	CM038409.1	30062705	30301801	239097	527	28.4
RG	CEI_002	CM038409.1	33395324	34454244	1058921	2103	93.6
RG	CEI_002	CM038409.1	34495920	34895886	399967	942	83.9
RG	CEI_002	CM038409.1	35381445	35641450	260006	589	89.1
RG	CEI_002	CM038409.1	37373652	37505326	131675	270	79.0
RG	CEI_002	CM038409.1	37582094	38233094	651001	1467	90.2
RG	CEI_002	CM038409.1	38353216	39024978	671763	1420	78.6
RG	CEI_002	CM038409.1	39394999	39834321	439323	968	77.3
RG	CEI_002	CM038409.1	40230724	40411910	181187	539	85.5
RG	CEI_002	CM038409.1	40503153	40997975	494823	1292	86.0
RG	CEI_002	CM038409.1	43106702	43290630	183929	412	57.7
RG	CEI_002	CM038409.1	43410281	43596093	185813	485	65.7
RG	CEI_002	CM038409.1	44119151	44229083	109933	351	78.3
RG	CEI_002	CM038409.1	44409444	45337902	928459	2100	93.2
RG	CEI_002	CM038409.1	45688015	45760735	72721	268	67.7
RG	CEI_002	CM038409.1	46600229	46963963	363735	988	87.4
RG	CEI_002	CM038409.1	47772995	47959936	186942	336	72.2
RG	CEI_002	CM038409.1	48051631	48496409	444779	1085	79.7
RG	CEI_002	CM038409.1	50143713	52220996	2077284	4479	90.4
RG	CEI_019	CM038409.1	109536	2094741	1985206	3172	95.6
RG	CEI_019	CM038409.1	2109082	3958161	1849080	3044	93.2
RG	CEI_019	CM038409.1	3972920	5239307	1266388	3274	92.3
RG	CEI_019	CM038409.1	5255513	7381769	2126257	3911	95.3
RG	CEI_019	CM038409.1	7387767	8047703	659937	1423	94.3
RG	CEI_019	CM038409.1	8470311	8945438	475128	827	87.1
RG	CEI_019	CM038409.1	8976411	10713740	1737330	3820	92.1
RG	CEI_019	CM038409.1	10883539	11129528	245990	562	34.5
RG	CEI_019	CM038409.1	12673114	13981538	1308425	2226	97.7
RG	CEI_019	CM038409.1	14044178	14316394	272217	766	75.9
RG	CEI_019	CM038409.1	14683871	14758473	74603	108	76.6
RG	CEI_019	CM038409.1	14837386	15093257	255872	378	10.0
RG	CEI_019	CM038409.1	15645929	15908733	262805	464	74.3
RG	CEI_019	CM038409.1	16049783	16171008	121226	371	82.0
RG	CEI_019	CM038409.1	17153858	17412053	258196	392	77.0
RG	CEI_019	CM038409.1	18849598	18930119	80522	216	28.7
RG	CEI_019	CM038409.1	19969782	20405846	436065	726	52.2
RG	CEI_019	CM038409.1	20707852	20907726	199875	385	54.1
RG	CEI_019	CM038409.1	21545278	22235468	690191	1502	77.3
RG	CEI_019	CM038409.1	22743366	23210377	467012	875	15.9
RG	CEI_019	CM038409.1	23589136	24110396	521261	764	86.1
RG	CEI_019	CM038409.1	24305737	24459631	153895	409	81.1
RG	CEI_019	CM038409.1	24733861	25809855	1075995	2612	77.8
RG	CEI_019	CM038409.1	25840530	26465699	625170	1621	60.0
RG	CEI_019	CM038409.1	26515805	26751640	235836	532	77.5
RG	CEI_019	CM038409.1	26986380	27134381	148002	482	71.0
RG	CEI_019	CM038409.1	27209562	27426566	217005	469	20.6
RG	CEI_019	CM038409.1	27828984	27960088	131105	266	64.0
RG	CEI_019	CM038409.1	28200155	28690258	490104	1276	70.4
RG	CEI_019	CM038409.1	28858680	29769487	910808	1486	85.1
RG	CEI_019	CM038409.1	31418437	31818916	400480	779	79.8
RG	CEI_019	CM038409.1	34105386	34378342	272957	506	80.3
RG	CEI_019	CM038409.1	34560919	34730983	170065	364	24.7
RG	CEI_019	CM038409.1	35462100	35630956	168857	364	17.8
RG	CEI_019	CM038409.1	35851283	40063245	4211963	8691	97.6
RG	CEI_019	CM038409.1	40117272	46479288	6362017	14628	98.7
RG	CEI_019	CM038409.1	46498574	52299526	5800953	12561	98.4
RG	CEI_019	CM038409.1	56870652	56896690	26039	190	87.6
RG	CEI_051	CM038409.1	97261	1006140	908880	1492	89.4
RG	CEI_051	CM038409.1	2812109	3034832	222724	389	55.0
RG	CEI_051	CM038409.1	3987181	5244674	1257494	3622	93.4
RG	CEI_051	CM038409.1	5255513	6890723	1635211	3389	92.5
RG	CEI_051	CM038409.1	7215966	7381262	165297	373	63.7
RG	CEI_051	CM038409.1	9588658	9739324	150667	358	32.5
RG	CEI_051	CM038409.1	10566814	10665455	98642	252	64.9
RG	CEI_051	CM038409.1	10989856	11127019	137164	342	50.1
RG	CEI_051	CM038409.1	12099168	12497652	398485	752	67.9
RG	CEI_051	CM038409.1	12582373	12728550	146178	356	83.2
RG	CEI_051	CM038409.1	13252835	13564636	311802	566	27.7
RG	CEI_051	CM038409.1	13983312	14364530	381219	1088	88.1
RG	CEI_051	CM038409.1	14613975	14969682	355708	624	55.3
RG	CEI_051	CM038409.1	15287104	15642310	355207	812	45.8
RG	CEI_051	CM038409.1	15903844	16330576	426733	1189	88.1
RG	CEI_051	CM038409.1	16347253	16571125	223873	585	77.6
RG	CEI_051	CM038409.1	17176991	17506361	329371	579	84.0
RG	CEI_051	CM038409.1	18439022	18606056	167035	314	77.5
RG	CEI_051	CM038409.1	19372350	19929320	556971	1607	70.2
RG	CEI_051	CM038409.1	19985107	20979021	993915	2206	84.4
RG	CEI_051	CM038409.1	21006387	21081520	75134	151	42.6
RG	CEI_051	CM038409.1	21097598	22330262	1232665	3077	95.9
RG	CEI_051	CM038409.1	22377368	22664829	287462	749	88.0
RG	CEI_051	CM038409.1	23589136	24110396	521261	859	80.0
RG	CEI_051	CM038409.1	24454008	24606879	152872	524	83.5
RG	CEI_051	CM038409.1	24763817	25267136	503320	1585	93.9
RG	CEI_051	CM038409.1	25545572	26024215	478644	1041	43.9
RG	CEI_051	CM038409.1	26582834	26751640	168807	452	72.2
RG	CEI_051	CM038409.1	26974531	27012514	37984	199	27.4
RG	CEI_051	CM038409.1	27896928	27971192	74265	163	53.8
RG	CEI_051	CM038409.1	28421558	28522613	101056	390	64.0
RG	CEI_051	CM038409.1	29664192	29848607	184416	303	46.4
RG	CEI_051	CM038409.1	30196309	30374195	177887	327	85.6
RG	CEI_051	CM038409.1	31596032	31721229	125198	230	47.3
RG	CEI_051	CM038409.1	34123971	34378342	254372	542	83.3
RG	CEI_051	CM038409.1	35626943	35685122	58180	224	89.7
RG	CEI_051	CM038409.1	35756766	35858283	101518	337	76.0
RG	CEI_051	CM038409.1	36486556	36907464	420909	1087	86.0
RG	CEI_051	CM038409.1	38090553	39987333	1896781	4169	96.9
RG	CEI_051	CM038409.1	40230724	40439067	208344	673	75.0
RG	CEI_051	CM038409.1	41190277	41492703	302427	699	88.2
RG	CEI_051	CM038409.1	41982106	42426606	444501	1126	82.5
RG	CEI_051	CM038409.1	44981597	45334283	352687	907	28.7
RG	CEI_051	CM038409.1	45771198	46226399	455202	1321	77.2
RG	CEI_051	CM038409.1	47292724	47518264	225541	633	66.7
RG	CEI_051	CM038409.1	47711669	47764529	52861	157	77.1
RG	CEI_051	CM038409.1	48204134	48496409	292276	808	83.0
RG	CEI_051	CM038409.1	49151562	49371558	219997	618	84.9
RG	CEI_051	CM038409.1	49515117	50156773	641657	1455	91.1
RG	CEI_051	CM038409.1	50845808	51060159	214352	501	78.5
RG	CEI_051	CM038409.1	56870651	56896786	26136	248	79.8
RG	CEI_060	CM038409.1	7943916	8009669	65754	278	65.3
RG	CEI_060	CM038409.1	36523712	36607332	83621	296	13.2
